SUID,AverageShortestPathLength,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,confidence,Degree,Eccentricity,IsSingleNode,kingdom,name,NeighborhoodConnectivity,Node_Status,NumberOfDirectedEdges,Radiality,selected,SelfLoops,shared name,Stress,taxonomy,TopologicalCoefficient
143,5.92105263,0.00649505,0.16888889,0.33333333,0.77226955,3,10,FALSE,Bacteria,9ed267dd89a77d456888b1bf350329bb,3,Clustered,3,0.58991228,FALSE,0,9ed267dd89a77d456888b1bf350329bb,382,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__,0.44444444
459,5.28421053,0.00558018,0.18924303,0.33333333,0.999999992,3,9,FALSE,Bacteria,5d4f4d338694f074d57ee507e1998e17,4,,3,0.64298246,FALSE,0,5d4f4d338694f074d57ee507e1998e17,352,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__,0.45833333
107,4.88421053,0.03158055,0.20474138,0,0.999999394,3,9,FALSE,Bacteria,a93c2ea6415452061b656d096ed5dbeb,4.33333333,Clustered,3,0.67631579,FALSE,0,a93c2ea6415452061b656d096ed5dbeb,2060,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__; s__,0.33333333
1050,5.08947368,0.01640497,0.19648397,0,0.94922097,3,9,FALSE,Fungi,b4a3a693750d6b38d9269b5e6931bf38,4.33333333,Clustered,3,0.65921053,FALSE,0,b4a3a693750d6b38d9269b5e6931bf38,1196,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Schizothecium,0.37037037
163,5,0.02018083,0.2,0,0.999778095,3,10,FALSE,Bacteria,8af2312c3c3f8b911d884d1aaeaeda24,3.33333333,Clustered,3,0.66666667,FALSE,0,8af2312c3c3f8b911d884d1aaeaeda24,1286,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales,0.33333333
165,4.79473684,0.02085202,0.20856202,0,0.999773376,3,9,FALSE,Bacteria,743b8d235ac41c603b7bde91da7b9d7c,4,Clustered,3,0.68377193,FALSE,0,743b8d235ac41c603b7bde91da7b9d7c,1210,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales,0.33333333
133,5.77894737,0.01696322,0.17304189,0,0.999887096,3,9,FALSE,Bacteria,5b308300ae66caa744bc28b99889a5ef,3.33333333,Clustered,3,0.60175439,FALSE,0,5b308300ae66caa744bc28b99889a5ef,1162,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Myxococcaceae; g__; s__,0.33333333
465,5.37894737,0.02647847,0.18590998,0,0.999999999,3,9,FALSE,Bacteria,a8b0c7f481b21fbe61bd12f14d17423e,3,,3,0.63508772,FALSE,0,a8b0c7f481b21fbe61bd12f14d17423e,1628,k__Bacteria; p__Actinobacteria; c__Rubrobacteria; o__Rubrobacterales; f__Rubrobacteraceae; g__; s__,0.33333333
180,4.77894737,0.03189049,0.2092511,0,0.993265035,3,10,FALSE,Bacteria,f3a50d55b1d391f8bdb3b329c2f5e6ff,4,Clustered,3,0.68508772,FALSE,0,f3a50d55b1d391f8bdb3b329c2f5e6ff,2122,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__,0.33333333
468,4.99473684,0.03168672,0.20021075,0,0.979310732,3,8,FALSE,Bacteria,b801b9bc6ba56f9eecc385b4ee258924,3.66666667,,3,0.66710526,FALSE,0,b801b9bc6ba56f9eecc385b4ee258924,1978,k__Bacteria; p__Cyanobacteria; c__; o__; f__; g__; s__,0.33333333
471,5.13157895,0.0322287,0.19487179,0,0.999913989,3,9,FALSE,Bacteria,7a6ddb574cab3622bd68c83ca0cbe21a,4,,3,0.65570175,FALSE,0,7a6ddb574cab3622bd68c83ca0cbe21a,1878,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__; s__,0.33333333
839,5.16315789,0.01441779,0.19367992,0.33333333,0.769122758,3,9,FALSE,Fungi,681a82b982b358ecdc302505cccec913,4,Clustered,3,0.65307018,FALSE,0,681a82b982b358ecdc302505cccec913,828,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales,0.40740741
472,5.11578947,0.00985909,0.19547325,0,0.999999988,3,8,FALSE,Bacteria,a054bf67ebca31e4d231e9f54d6bcefa,3.33333333,,3,0.65701754,FALSE,0,a054bf67ebca31e4d231e9f54d6bcefa,650,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__,0.38888889
191,1,1,1,0,0.999998902,3,1,FALSE,Bacteria,5871d0a90a0c065777f683353db040ea,1,Clustered,3,1,FALSE,0,5871d0a90a0c065777f683353db040ea,6,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__MND1; f__; g__; s__,0
873,4.85789474,0.02756441,0.20585049,0,0.999997568,3,9,FALSE,Fungi,543b833aaa09b3601f28df12a82983f2,4.33333333,Clustered,3,0.67850877,FALSE,0,543b833aaa09b3601f28df12a82983f2,1836,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Trichosphaeriales;f__Trichosphaeriaceae;g__Nigrospora;s__Nigrospora_oryzae,0.33333333
476,4.7,0.03247986,0.21276596,0,0.959930911,3,8,FALSE,Bacteria,463612bbd75c62181b6ab1af1b80f873,4.66666667,,3,0.69166667,FALSE,0,463612bbd75c62181b6ab1af1b80f873,2058,k__Bacteria; p__Cyanobacteria; c__; o__; f__; g__; s__,0.33333333
477,5.45789474,0.00993668,0.18322083,0.33333333,0.999999831,3,11,FALSE,Archaea,b6e4423a17cf30d4abb132879bf5846b,4,,3,0.62850877,FALSE,0,b6e4423a17cf30d4abb132879bf5846b,678,k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Candidatus Nitrososphaera; s__SCA1170,0.40740741
478,5.87368421,0.00709704,0.1702509,0,0.999999903,3,10,FALSE,Archaea,9009775f389e6cc97b52a9ced57ec8e0,3,,3,0.59385965,FALSE,0,9009775f389e6cc97b52a9ced57ec8e0,498,k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Candidatus Nitrososphaera; s__SCA1170,0.33333333
960,5.56315789,0.03278231,0.17975402,0,0.99815255,3,9,FALSE,Fungi,98e80d702b7e011d5b007706f5156d5d,3,Clustered,3,0.61973684,FALSE,0,98e80d702b7e011d5b007706f5156d5d,2060,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma,0.33333333
480,4.8,0.03106074,0.20833333,0,0.999999911,3,7,FALSE,Bacteria,f2f177aa23925d1701ee451b80d30a70,3.33333333,,3,0.68333333,FALSE,0,f2f177aa23925d1701ee451b80d30a70,1860,k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__Ellin6075; g__; s__,0.33333333
481,4.84210526,0.04154699,0.20652174,0,0.99999997,3,8,FALSE,Bacteria,b679c02262280efd2453238ed31eaba9,3.33333333,,3,0.67982456,FALSE,0,b679c02262280efd2453238ed31eaba9,2662,k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__Ellin6075; g__; s__,0.33333333
482,4.94210526,0.01178871,0.20234292,0.33333333,0.989810385,3,9,FALSE,Bacteria,721474441dd0e78aa06c551e920aeaa0,3.66666667,,3,0.67149123,FALSE,0,721474441dd0e78aa06c551e920aeaa0,812,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__,0.41666667
955,5.41052632,0.00227076,0.1848249,0,0.990680875,2,9,FALSE,Fungi,1a491be0ce405766c6e502edf1c326ad,4,Clustered,2,0.63245614,FALSE,0,1a491be0ce405766c6e502edf1c326ad,152,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales,0.5
864,6.04210526,0.00619286,0.16550523,0,0.999763395,2,10,FALSE,Fungi,08a5bf9ecc4ef3c36f3676ad8d579535,3.5,Clustered,2,0.57982456,FALSE,0,08a5bf9ecc4ef3c36f3676ad8d579535,338,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Trichosphaeriales;f__Trichosphaeriaceae;g__Nigrospora;s__Nigrospora_oryzae,0.5
1011,5.13684211,0.01571261,0.19467213,0,0.952525327,2,9,FALSE,Fungi,36f2d425153c065d26c7fdee73f30a76,5,Clustered,2,0.65526316,FALSE,0,36f2d425153c065d26c7fdee73f30a76,988,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__unidentified;s__unidentified,0.5
1037,4.90526316,0.00788476,0.20386266,0,0.99807661,2,9,FALSE,Fungi,3b2b5968a9e7ce155a52afe3597872b3,5.5,Clustered,2,0.6745614,FALSE,0,3b2b5968a9e7ce155a52afe3597872b3,588,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Entolomataceae;g__Entoloma;s__Entoloma_perumbilicatum,0.5
847,4.99473684,0.02477337,0.20021075,0,0.970987006,2,10,FALSE,Fungi,ea1fdba2b396b648eba6d54c0131d42f,4.5,Clustered,2,0.66710526,FALSE,0,ea1fdba2b396b648eba6d54c0131d42f,1558,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Microdochiaceae;g__Idriella;s__Idriella_lunata,0.5
928,5.09473684,0,0.19628099,1,0.961661215,2,8,FALSE,Fungi,12a381fe765b7cd6fe96935d62344de0,6,Clustered,2,0.65877193,FALSE,0,12a381fe765b7cd6fe96935d62344de0,0,k__Fungi;p__Ascomycota;c__Sordariomycetes,0.6
1044,6.85789474,0.00317595,0.14581734,0,0.985286447,2,11,FALSE,Fungi,abe04cf2ada93c436aadc2621ac36cf0,2.5,Clustered,2,0.51184211,FALSE,0,abe04cf2ada93c436aadc2621ac36cf0,378,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae,0.75
1048,6.18947368,0.00355983,0.16156463,0,0.96788794,2,11,FALSE,Fungi,c2a64bc741f28dfa56d039275a597b87,2.5,Clustered,2,0.56754386,FALSE,0,c2a64bc741f28dfa56d039275a597b87,248,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Stephanosporaceae;g__unidentified;s__unidentified,0.5
961,4.96842105,0.0039285,0.20127119,0,0.987531246,2,9,FALSE,Fungi,bb67f0ff723dfa30fbcb7172b5a9402a,5.5,Clustered,2,0.66929825,FALSE,0,bb67f0ff723dfa30fbcb7172b5a9402a,502,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Chaetomium,0.5625
1039,5.34736842,0.00895683,0.18700787,0,0.937272931,2,10,FALSE,Fungi,626356072423b7e7896db21d84980452,4.5,Clustered,2,0.6377193,FALSE,0,626356072423b7e7896db21d84980452,584,k__Fungi;p__Ascomycota;c__Sordariomycetes,0.5
925,5.48421053,0.00204586,0.18234165,0,0.996394097,2,9,FALSE,Fungi,fc5f0d33f5d16dada8945615c54220b9,3.5,Clustered,2,0.62631579,FALSE,0,fc5f0d33f5d16dada8945615c54220b9,112,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae,0.5
1038,6.21052632,0.00285347,0.16101695,0,0.903136492,2,11,FALSE,Fungi,7046cc7bf887a5ba1ed6cbd156c74298,2.5,Clustered,2,0.56578947,FALSE,0,7046cc7bf887a5ba1ed6cbd156c74298,292,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales,0.5
202,6.88421053,0.01267976,0.14525994,0,0.999996626,2,12,FALSE,Bacteria,da9e6a2b670b12f57a626d2f3383cad0,2.5,Clustered,2,0.50964912,FALSE,0,da9e6a2b670b12f57a626d2f3383cad0,680,k__Bacteria; p__Cyanobacteria; c__Nostocophycideae; o__Nostocales; f__Nostocaceae,0.5
859,5.84210526,0.00725576,0.17117117,0,0.740969578,2,9,FALSE,Fungi,8d571d47a349f3101f1ca596b385b11a,3.5,Clustered,2,0.59649123,FALSE,0,8d571d47a349f3101f1ca596b385b11a,494,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Psathyrella;s__Psathyrella_sacchariolens,0.5
479,5.87894737,0.00534622,0.17009848,0,0.999999317,2,10,FALSE,Bacteria,aa6e67f99123877f3fde961071de34e4,3,,2,0.59342105,FALSE,0,aa6e67f99123877f3fde961071de34e4,328,k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__EB1017; g__; s__,0.5
105,5.32105263,0.00568931,0.18793274,0,0.999951691,2,9,FALSE,Bacteria,d6ddef7e959522e5ebce1ddbad534cef,3.5,Clustered,2,0.63991228,FALSE,0,d6ddef7e959522e5ebce1ddbad534cef,404,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Myxococcaceae; g__; s__,0.5
94,6.32105263,0.00550086,0.1582015,0,0.999998848,2,10,FALSE,Bacteria,4eabfe7c50b7841056d2045a604047ab,2,Clustered,2,0.55657895,FALSE,0,4eabfe7c50b7841056d2045a604047ab,296,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__MND1; f__; g__; s__,0.5
173,5.53684211,0.0131988,0.18060837,0,0.999998262,2,9,FALSE,Bacteria,f3dd23b9537ca1f081e998327f9b8b73,3.5,Clustered,2,0.62192982,FALSE,0,f3dd23b9537ca1f081e998327f9b8b73,744,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__MND1; f__; g__; s__,0.5
442,5.64736842,0.00355121,0.17707363,0,0.999982233,2,9,FALSE,Bacteria,746888def392734f2ba33b23b6acabbf,3,,2,0.6127193,FALSE,0,746888def392734f2ba33b23b6acabbf,396,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Patulibacteraceae; g__; s__,0.66666667
474,6.17894737,0.00514757,0.16183986,0,0.999889101,2,10,FALSE,Bacteria,c02036fdc986a9bf626455882a2376f9,2.5,,2,0.56842105,FALSE,0,c02036fdc986a9bf626455882a2376f9,348,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__,0.5
89,5.64210526,0.00919574,0.17723881,0,0.999599201,2,9,FALSE,Bacteria,9403c83b81d7dae0d54104bd1165423d,3.5,Clustered,2,0.61315789,FALSE,0,9403c83b81d7dae0d54104bd1165423d,558,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__; s__,0.5
90,6.16842105,0.00796259,0.16211604,0,0.999587667,2,10,FALSE,Bacteria,690ab2f8a206ad98098e536717c0ea5a,2.5,Clustered,2,0.56929825,FALSE,0,690ab2f8a206ad98098e536717c0ea5a,504,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__; s__,0.5
445,6.83684211,0,0.14626636,1,0.946063475,2,11,FALSE,Bacteria,0c334b5db3130c0ac26f41c88fb9ee26,2.5,,2,0.51359649,FALSE,0,0c334b5db3130c0ac26f41c88fb9ee26,0,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__,0.83333333
446,6.83684211,0,0.14626636,1,0.966622975,2,11,FALSE,Bacteria,b50ecfd68813028d2b7cf6d167ee2fb8,2.5,,2,0.51359649,FALSE,0,b50ecfd68813028d2b7cf6d167ee2fb8,0,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__,0.83333333
93,5.04736842,0.01297213,0.19812304,0,0.999999998,2,8,FALSE,Bacteria,5352492fae2d256e5248ce177c71f32e,4,Clustered,2,0.6627193,FALSE,0,5352492fae2d256e5248ce177c71f32e,824,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__; g__; s__,0.5
102,5.07368421,0,0.19709544,1,0.999985902,2,9,FALSE,Bacteria,43dc5ef16caa2d77b3708d6f416df27d,5,Clustered,2,0.66052632,FALSE,0,43dc5ef16caa2d77b3708d6f416df27d,0,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Ellin6067; f__; g__; s__,0.625
162,4.91578947,0.01464634,0.20342612,0,0.999834696,2,9,FALSE,Bacteria,71d5d94d204bfe1d426c5d8dc693de47,4,Clustered,2,0.67368421,FALSE,0,71d5d94d204bfe1d426c5d8dc693de47,844,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__; s__,0.5
448,5.19473684,0.00654657,0.19250253,0,0.999998843,2,9,FALSE,Bacteria,37a82e16570a9bb9f210dd7b751acda5,3.5,,2,0.6504386,FALSE,0,37a82e16570a9bb9f210dd7b751acda5,382,k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__EB1017; g__; s__,0.5
857,7.32631579,7.99E-04,0.13649425,0,0.999999691,2,12,FALSE,Fungi,8ee56c2b64b4ed8fef5bea9092b14265,2.5,Clustered,2,0.47280702,FALSE,0,8ee56c2b64b4ed8fef5bea9092b14265,86,k__Fungi;p__Basidiomycota;c__Geminibasidiomycetes;o__Geminibasidiales;f__Geminibasidiaceae;g__Geminibasidium;s__unidentified,0.75
109,6.15263158,0.01204206,0.16253208,0,0.995087119,2,10,FALSE,Bacteria,d648b22e6add72f069c3ef8d20df6364,3,Clustered,2,0.57061404,FALSE,0,d648b22e6add72f069c3ef8d20df6364,820,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiotrichales; f__Piscirickettsiaceae; g__; s__,0.5
848,4.77368421,0.01178544,0.20948181,0,0.836736365,2,9,FALSE,Fungi,6ff0eb6e718a91ebbe3e3ece1bfd6443,6.5,Clustered,2,0.68552632,FALSE,0,6ff0eb6e718a91ebbe3e3ece1bfd6443,950,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__unidentified;g__unidentified;s__unidentified,0.5
962,6.46315789,0.01986456,0.15472313,0,0.967220298,2,10,FALSE,Fungi,4316ead6385d049db464023053e6c2ad,3,Clustered,2,0.54473684,FALSE,0,4316ead6385d049db464023053e6c2ad,1244,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideomycetes_ord_Incertae_sedis;f__Eremomycetaceae;g__Arthrographis;s__Arthrographis_curvata,0.5
117,7.95789474,0,0.12566138,1,0.999759935,2,12,FALSE,Bacteria,35db5cfdf53a734e865a27408a98b301,3,Clustered,2,0.42017544,FALSE,0,35db5cfdf53a734e865a27408a98b301,0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__Steroidobacter; s__,0.75
194,5.43157895,0.00930401,0.18410853,0,0.999970823,2,10,FALSE,Bacteria,f38c386d39d01853fb1204ee83fb1153,3,Clustered,2,0.63070175,FALSE,0,f38c386d39d01853fb1204ee83fb1153,584,k__Bacteria; p__Cyanobacteria; c__Nostocophycideae; o__Nostocales; f__Nostocaceae,0.5
450,1,1,1,0,0.978763964,2,1,FALSE,Bacteria,71d793a17e3b5a0151153abf600ad660,1,,2,1,FALSE,0,71d793a17e3b5a0151153abf600ad660,2,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__,0
473,4.98947368,0.00902547,0.20042194,0,0.988986098,2,8,FALSE,Bacteria,aabba5cc0703376f530d491398578085,4,,2,0.66754386,FALSE,0,aabba5cc0703376f530d491398578085,626,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae,0.5
452,1,1,1,0,0.990161405,2,1,FALSE,Bacteria,a1509ad9986d14a8d956639c73197fda,1,,2,1,FALSE,0,a1509ad9986d14a8d956639c73197fda,2,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales,0
453,7.19473684,0.01052632,0.13899049,0,0.999998656,2,11,FALSE,Bacteria,77739a453e58568e9e091413fe450042,1.5,,2,0.48377193,FALSE,0,77739a453e58568e9e091413fe450042,662,k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__,0.5
454,6.21052632,0.02094124,0.16101695,0,0.999996826,2,10,FALSE,Bacteria,42b0a7dcaca421fb79246a74648c513d,2.5,,2,0.56578947,FALSE,0,42b0a7dcaca421fb79246a74648c513d,1320,k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__,0.5
132,6.31052632,0.00693767,0.15846539,0,0.99983589,2,10,FALSE,Bacteria,6e58cdb23ee79c1c8a138d27bd4cc659,2.5,Clustered,2,0.55745614,FALSE,0,6e58cdb23ee79c1c8a138d27bd4cc659,430,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Myxococcaceae; g__; s__,0.5
73,5.42105263,0.0157483,0.18446602,0,0.999824574,2,9,FALSE,Bacteria,6433d06bc52938c5e3eaef795fb9dba2,3.5,Clustered,2,0.63157895,FALSE,0,6433d06bc52938c5e3eaef795fb9dba2,828,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__; s__,0.5
81,6.40526316,0.00438139,0.15612161,0,0.999998029,2,10,FALSE,Bacteria,d0aad5d38cb3f5b8feb4b7975db8750f,2.5,Clustered,2,0.5495614,FALSE,0,d0aad5d38cb3f5b8feb4b7975db8750f,252,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__MND1; f__; g__; s__,0.5
455,6,0.02187868,0.16666667,0,0.894771038,2,11,FALSE,Bacteria,6d69c213b789342d3c7ba3be08bd496f,2.5,,2,0.58333333,FALSE,0,6d69c213b789342d3c7ba3be08bd496f,1196,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__,0.5
854,5.81578947,0.00427462,0.1719457,0,0.971382002,2,10,FALSE,Fungi,4c56be587f72ae6bfec4a1a774190eff,3.5,Clustered,2,0.59868421,FALSE,0,4c56be587f72ae6bfec4a1a774190eff,270,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__unidentified;s__unidentified,0.5
140,5.78947368,0.00430039,0.17272727,0,0.999688389,2,10,FALSE,Bacteria,b1293893b9f536c4c05715b5306ba4b9,2.5,Clustered,2,0.60087719,FALSE,0,b1293893b9f536c4c05715b5306ba4b9,256,k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__mb2424; g__; s__,0.5
141,6.46842105,0,0.15459723,1,0.781045,2,10,FALSE,Bacteria,4b385a07b708ce41b24f7c306f046346,3,Clustered,2,0.54429825,FALSE,0,4b385a07b708ce41b24f7c306f046346,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__,0.75
161,5.86842105,0.01052632,0.17040359,0,0.99999947,2,10,FALSE,Bacteria,6b5d866db05ec229e1124c77d408926d,2,Clustered,2,0.59429825,FALSE,0,6b5d866db05ec229e1124c77d408926d,584,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__; s__,0.5
147,5.72631579,0.01052632,0.17463235,0,0.998597201,2,10,FALSE,Bacteria,8ac5c07818a0f10e54acc8efca6b9ad4,3,Clustered,2,0.60614035,FALSE,0,8ac5c07818a0f10e54acc8efca6b9ad4,590,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiotrichales; f__Piscirickettsiaceae; g__; s__,0.5
466,6.36315789,0.01052632,0.15715467,0,0.999999999,2,10,FALSE,Bacteria,ad8e326f6198e42cc6ec0c10bda6cf0a,2,,2,0.55307018,FALSE,0,ad8e326f6198e42cc6ec0c10bda6cf0a,576,k__Bacteria; p__Actinobacteria; c__Rubrobacteria; o__Rubrobacterales; f__Rubrobacteraceae; g__; s__,0.5
195,5.58947368,0.00445298,0.17890772,0,0.99372672,2,10,FALSE,Bacteria,9a9a17db275ad1a81b167fb73133ca33,3,Clustered,2,0.61754386,FALSE,0,9a9a17db275ad1a81b167fb73133ca33,302,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__,0.5
182,5.47368421,0.00543615,0.18269231,0,0.995107758,2,10,FALSE,Bacteria,9d2e9be9d69dc7205192869ad0117423,2.5,Clustered,2,0.62719298,FALSE,0,9d2e9be9d69dc7205192869ad0117423,348,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__,0.5
72,5.86315789,0.00918407,0.17055655,0,0.999967015,2,10,FALSE,Bacteria,f17746f79f09b97c4a63ff17ce0677be,3.5,Clustered,2,0.59473684,FALSE,0,f17746f79f09b97c4a63ff17ce0677be,546,k__Bacteria; p__Cyanobacteria; c__Nostocophycideae; o__Nostocales; f__Nostocaceae,0.5
189,5.64210526,0.00710612,0.17723881,0,0.999971018,2,10,FALSE,Bacteria,add01a8d7e433235adc9b79e70005c0c,3,Clustered,2,0.61315789,FALSE,0,add01a8d7e433235adc9b79e70005c0c,460,k__Bacteria; p__Cyanobacteria; c__Nostocophycideae; o__Nostocales; f__Nostocaceae,0.5
875,5.78421053,0.00551955,0.17288444,0,0.744379138,2,9,FALSE,Fungi,0c9e5da9ceb207b3591d850c77ec895d,4,Clustered,2,0.60131579,FALSE,0,0c9e5da9ceb207b3591d850c77ec895d,346,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Geastrales;f__Geastraceae;g__Geastrum;s__unidentified,0.5
484,5.48947368,0,0.18216683,1,0.989453097,2,9,FALSE,Bacteria,ed484a1a3e3c3ee2b6b6e20c9975438f,3.5,,2,0.62587719,FALSE,0,ed484a1a3e3c3ee2b6b6e20c9975438f,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__,0.7
1029,5.88947368,0,0.16979446,0,0.974275457,1,10,FALSE,Fungi,a1d953e7747358e1abd152cc576a2c55,4,Clustered,1,0.59254386,FALSE,0,a1d953e7747358e1abd152cc576a2c55,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Tubeufiales;f__Tubeufiaceae;g__Helicoma;s__unidentified,0
927,5.52631579,0,0.18095238,0,0.72715059,1,9,FALSE,Fungi,ed5811c7c77164a16814d82eb34a933d,7,Clustered,1,0.62280702,FALSE,0,ed5811c7c77164a16814d82eb34a933d,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__unidentified;s__unidentified,0
1034,6.13684211,0,0.16295026,0,0.999994969,1,10,FALSE,Fungi,69a1d59aae9a75771f5bdd8faf6fd899,5,Clustered,1,0.57192982,FALSE,0,69a1d59aae9a75771f5bdd8faf6fd899,0,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Onygenaceae;g__Myriodontium;s__unidentified,0
461,1.5,0,0.66666667,0,0.943010857,1,2,FALSE,Bacteria,d8f13c5e9df6c2cde580a81c5cfa5053,2,,1,0.75,FALSE,0,d8f13c5e9df6c2cde580a81c5cfa5053,0,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__,0
