SUID,AverageShortestPathLength,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,confidence,Degree,Eccentricity,IsSingleNode,kingdom,name,NeighborhoodConnectivity,Node_Status,NumberOfDirectedEdges,Radiality,selected,SelfLoops,shared name,Stress,taxonomy,TopologicalCoefficient
153,6.74210526,0,0.14832162,0,0.999999998,1,10,FALSE,Bacteria,0b6650ec5f246419247cc9cb688d6275,3,Clustered,1,0.52149123,FALSE,0,0b6650ec5f246419247cc9cb688d6275,0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__; g__; s__,0
440,1,0,1,0,0.977037897,1,1,FALSE,Bacteria,2d0a34fb3084aaf0949176dfc9028d57,1,,1,1,FALSE,0,2d0a34fb3084aaf0949176dfc9028d57,0,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__MND1; f__; g__; s__,0
441,1,0,1,0,0.97491592,1,1,FALSE,Bacteria,008f11a61c4884c2c03e72eb440b806c,1,,1,1,FALSE,0,008f11a61c4884c2c03e72eb440b806c,0,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__MND1; f__; g__; s__,0
467,8.18947368,0,0.12210797,0,0.999998029,1,12,FALSE,Bacteria,372d2855524e40e3e7a3ff0573aeb296,2,,1,0.40087719,FALSE,0,372d2855524e40e3e7a3ff0573aeb296,0,k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__,0
845,6.04736842,0,0.16536118,0,0.971469865,1,10,FALSE,Fungi,26827a6df0c2cddd5a6989c708b7a305,4,Clustered,1,0.57938596,FALSE,0,26827a6df0c2cddd5a6989c708b7a305,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales,0
99,1.66666667,0,0.6,0,0.999999349,1,2,FALSE,Bacteria,7119f81d5bb6ca6bfae0b75aba51b87d,3,Clustered,1,0.66666667,FALSE,0,7119f81d5bb6ca6bfae0b75aba51b87d,0,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__MND1; f__; g__; s__,0
451,1.5,0,0.66666667,0,0.986979792,1,2,FALSE,Bacteria,d484814b4b686bd9810d545fd8a2fe17,2,,1,0.75,FALSE,0,d484814b4b686bd9810d545fd8a2fe17,0,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__,0
121,6.81052632,0,0.14683153,0,0.999972565,1,12,FALSE,Bacteria,a43207bb050050e8e38642c3939a9f20,3,Clustered,1,0.51578947,FALSE,0,a43207bb050050e8e38642c3939a9f20,0,k__Bacteria; p__Cyanobacteria; c__Nostocophycideae; o__Nostocales; f__Nostocaceae,0
128,6.04736842,0,0.16536118,0,0.759892138,1,10,FALSE,Bacteria,e72a8425a82fcd162072462b23857a1a,4,Clustered,1,0.57938596,FALSE,0,e72a8425a82fcd162072462b23857a1a,0,k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__; f__; g__; s__,0
82,1.5,0,0.66666667,0,0.991254982,1,2,FALSE,Bacteria,f021278f12ffc82b97fa47fe4c1e4859,2,Clustered,1,0.75,FALSE,0,f021278f12ffc82b97fa47fe4c1e4859,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales,0
83,1.5,0,0.66666667,0,0.991580377,1,2,FALSE,Bacteria,17f9b59451e6666cea15a4e4e9a4e140,2,Clustered,1,0.75,FALSE,0,17f9b59451e6666cea15a4e4e9a4e140,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales,0
457,6.15263158,0,0.16253208,0,0.999509187,1,11,FALSE,Bacteria,2b15add6e222566c390316c1c648c297,3,,1,0.57061404,FALSE,0,2b15add6e222566c390316c1c648c297,0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__; s__,0
160,6.86315789,0,0.14570552,0,0.999999219,1,11,FALSE,Bacteria,c90b5d56d4ff2ac6b42af33c4c848c0b,2,Clustered,1,0.51140351,FALSE,0,c90b5d56d4ff2ac6b42af33c4c848c0b,0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__; s__,0
175,6.72105263,0,0.14878622,0,0.997669229,1,11,FALSE,Bacteria,34610bd03bc29ae3a93e9a276cdf7181,2,Clustered,1,0.52324561,FALSE,0,34610bd03bc29ae3a93e9a276cdf7181,0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiotrichales; f__Piscirickettsiaceae; g__; s__,0
463,7.35789474,0,0.13590844,0,0.999999999,1,11,FALSE,Bacteria,6b6c23cc57a167b94454bc8469b65a7b,2,,1,0.47017544,FALSE,0,6b6c23cc57a167b94454bc8469b65a7b,0,k__Bacteria; p__Actinobacteria; c__Rubrobacteria; o__Rubrobacterales; f__Rubrobacteraceae; g__; s__,0
187,1,0,1,0,0.847815478,1,1,FALSE,Bacteria,0a3ba60be50ed540a3b083c436b2b389,1,Clustered,1,1,FALSE,0,0a3ba60be50ed540a3b083c436b2b389,0,k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__; f__; g__; s__,0
188,1,0,1,0,0.843308933,1,1,FALSE,Bacteria,d1893c4e373cc371e10ae3c37f05cfe6,1,Clustered,1,1,FALSE,0,d1893c4e373cc371e10ae3c37f05cfe6,0,k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__; f__; g__; s__,0
470,6.12631579,0,0.16323024,0,0.999930411,1,10,FALSE,Bacteria,92ca058dd5dc54955912ac21cdc78b09,3,,1,0.57280702,FALSE,0,92ca058dd5dc54955912ac21cdc78b09,0,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__; s__,0
192,1.66666667,0,0.6,0,0.999999026,1,2,FALSE,Bacteria,c1eb65565257255bb1e0b72a4eb53653,3,Clustered,1,0.66666667,FALSE,0,c1eb65565257255bb1e0b72a4eb53653,0,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__MND1; f__; g__; s__,0
208,1.66666667,0,0.6,0,0.999443043,1,2,FALSE,Bacteria,90e9b1cfdc7902d564410d357be24bb8,3,Clustered,1,0.66666667,FALSE,0,90e9b1cfdc7902d564410d357be24bb8,0,k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__mb2424; g__; s__,0
211,1,0,1,0,0.999802474,1,1,FALSE,Bacteria,bc8cfff72fb12a887269b007c4870354,1,Clustered,1,1,FALSE,0,bc8cfff72fb12a887269b007c4870354,0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__Steroidobacter; s__,0
212,1,0,1,0,0.999710246,1,1,FALSE,Bacteria,2ea8f9c03f889c272a10dacbc49c23a6,1,Clustered,1,1,FALSE,0,2ea8f9c03f889c272a10dacbc49c23a6,0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__Steroidobacter; s__,0
