SUID,AverageShortestPathLength,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,confidence,Degree,Eccentricity,IsSingleNode,kingdom,name,NeighborhoodConnectivity,Node_Status,NumberOfDirectedEdges,NumberOfUndirectedEdges,NumChildren,NumDescendents,PartnerOfMultiEdgedNodePairs,Radiality,selected,SelfLoops,shared name,Stress,taxonomy,TopologicalCoefficient
673,5.04385965,0.00777772,0.19826087,0.33333333,0.999999987,3,9,FALSE,Bacteria,be1c28ef4bda97ac4015cd3896b43e8a,4,,3,0,,,0,0.6323764,FALSE,0,be1c28ef4bda97ac4015cd3896b43e8a,890,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__,0.40740741
475,4.93859649,0.00725656,0.20248668,0.33333333,0.999999988,3,10,FALSE,Bacteria,fd9c564a1f3fbbd46d876d91e0f19062,4.33333333,,3,0,,,0,0.64194577,FALSE,0,fd9c564a1f3fbbd46d876d91e0f19062,748,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__,0.4
878,5.28947368,0.00868961,0.18905473,0,0.999941128,3,10,FALSE,Fungi,0a5062be882ceda47439aa22501d9408,3,Clustered,3,0,,,0,0.61004785,FALSE,0,0a5062be882ceda47439aa22501d9408,906,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Dichotomopilus;s__Dichotomopilus_indicus,0.33333333
157,5.18421053,0.00591012,0.1928934,0.33333333,0.999972883,3,9,FALSE,Bacteria,29fed5df516c8cc02c8cd7a17704d5a2,4.33333333,Clustered,3,0,,,0,0.61961722,FALSE,0,29fed5df516c8cc02c8cd7a17704d5a2,630,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Ellin6067; f__; g__; s__,0.4
152,5.27192982,0.00404278,0.18968386,0.33333333,0.999976676,3,10,FALSE,Bacteria,3ff96bf2e11d76b94130d7b02154805d,3.66666667,Clustered,3,0,,,0,0.61164274,FALSE,0,3ff96bf2e11d76b94130d7b02154805d,450,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Ellin6067; f__; g__; s__,0.47619048
208,5.03947368,0.01051401,0.19843342,0.16666667,0.999443043,4,9,FALSE,Bacteria,90e9b1cfdc7902d564410d357be24bb8,3.75,Clustered,4,0,,,0,0.63277512,FALSE,0,90e9b1cfdc7902d564410d357be24bb8,1152,k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__mb2424; g__; s__,0.325
930,4.95175439,0.01773009,0.20194863,0,0.999999717,3,8,FALSE,Fungi,d09e1da03f5de31a444728c8e2fcb157,3.66666667,Clustered,3,0,,,0,0.6407496,FALSE,0,d09e1da03f5de31a444728c8e2fcb157,1604,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Onygenales_fam_Incertae_sedis;g__Chrysosporium;s__Chrysosporium_pilosum,0.33333333
181,4.83333333,0.01787461,0.20689655,0,0.999999415,3,8,FALSE,Bacteria,13f9b11b7ee7a08b4d1c28b7475d978a,4.33333333,Clustered,3,0,,,0,0.65151515,FALSE,0,13f9b11b7ee7a08b4d1c28b7475d978a,1490,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__MND1; f__; g__; s__,0.33333333
201,4.87719298,0.0165182,0.20503597,0,0.999999633,3,7,FALSE,Bacteria,86c20e824bc6aa55f399e59286957cba,3.66666667,Clustered,3,0,,,0,0.64752791,FALSE,0,86c20e824bc6aa55f399e59286957cba,1506,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__MND1; f__; g__; s__,0.33333333
928,4.5877193,0.0384558,0.21797323,0,0.961661215,5,8,FALSE,Fungi,12a381fe765b7cd6fe96935d62344de0,4,Clustered,5,0,,,0,0.6738437,FALSE,0,12a381fe765b7cd6fe96935d62344de0,3632,k__Fungi;p__Ascomycota;c__Sordariomycetes,0.2
1038,5.96929825,0,0.16752388,1,0.903136492,2,9,FALSE,Fungi,7046cc7bf887a5ba1ed6cbd156c74298,4,Clustered,2,0,,,0,0.54824561,FALSE,0,7046cc7bf887a5ba1ed6cbd156c74298,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales,0.8
149,5.30701754,0.00897078,0.18842975,0.33333333,0.999996311,4,8,FALSE,Bacteria,fd2864f197dd32a87787899a3638b4c5,3.25,Clustered,4,0,,,0,0.60845295,FALSE,0,fd2864f197dd32a87787899a3638b4c5,906,k__Bacteria; p__Cyanobacteria; c__Nostocophycideae; o__Nostocales; f__Nostocaceae,0.375
103,4.72368421,0.03336381,0.21169916,0.1,0.999996587,5,8,FALSE,Bacteria,bb65170a042d7f36601f9f7b6342508f,3.6,Clustered,5,0,,,0,0.66148325,FALSE,0,bb65170a042d7f36601f9f7b6342508f,3376,k__Bacteria; p__Cyanobacteria; c__Nostocophycideae; o__Nostocales; f__Nostocaceae,0.25
205,5.05263158,0.01483926,0.19791667,0.33333333,0.999996353,4,8,FALSE,Bacteria,046267ecb78d2a683bf5e873e78cca0b,4,Clustered,4,0,,,0,0.63157895,FALSE,0,046267ecb78d2a683bf5e873e78cca0b,1570,k__Bacteria; p__Cyanobacteria; c__Nostocophycideae; o__Nostocales; f__Nostocaceae,0.34090909
842,4.14912281,0.05523445,0.2410148,0,0.901807605,6,9,FALSE,Fungi,070d7ae569ca76eddd85fb00e9422801,3.66666667,Clustered,6,0,,,0,0.71371611,FALSE,0,070d7ae569ca76eddd85fb00e9422801,5386,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__unidentified;g__unidentified;s__unidentified,0.17777778
467,4.33333333,0.05405563,0.23076923,0,0.999998029,6,9,FALSE,Bacteria,372d2855524e40e3e7a3ff0573aeb296,3.5,,6,0,,,0,0.6969697,FALSE,0,372d2855524e40e3e7a3ff0573aeb296,5342,k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__,0.16666667
675,4.21052632,0.03818803,0.2375,0,0.999999999,3,8,FALSE,Bacteria,4c545828499866cf3252db75f49c8f29,6.33333333,,3,0,,,0,0.70813397,FALSE,0,4c545828499866cf3252db75f49c8f29,3604,k__Bacteria; p__Actinobacteria; c__Rubrobacteria; o__Rubrobacterales; f__Rubrobacteraceae; g__; s__,0.33333333
676,4.39473684,0.04559053,0.22754491,0,0.955524955,5,8,FALSE,Bacteria,43412bb00231fb7b85bfe815e5aafeb9,4,,5,0,,,0,0.69138756,FALSE,0,43412bb00231fb7b85bfe815e5aafeb9,4098,k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__,0.2
211,5.66666667,0.00170057,0.17647059,0,0.999802474,2,9,FALSE,Bacteria,bc8cfff72fb12a887269b007c4870354,2.5,Clustered,2,0,,,0,0.57575758,FALSE,0,bc8cfff72fb12a887269b007c4870354,184,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__Steroidobacter; s__,0.5
212,5.25877193,0.00432162,0.19015847,0,0.999710246,2,9,FALSE,Bacteria,2ea8f9c03f889c272a10dacbc49c23a6,3.5,Clustered,2,0,,,0,0.61283892,FALSE,0,2ea8f9c03f889c272a10dacbc49c23a6,448,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__Steroidobacter; s__,0.5
1024,4.39912281,0.03908853,0.22731805,0,0.924367902,6,8,FALSE,Fungi,d3b7e2be927517ccb4cd6ce388c75907,3.33333333,Clustered,6,0,,,0,0.69098884,FALSE,0,d3b7e2be927517ccb4cd6ce388c75907,3798,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Preussia;s__unidentified,0.17948718
677,4.84649123,0.01193588,0.20633484,0,0.999999944,3,8,FALSE,Bacteria,b8308f7a6396ca70031d1d7d66c9ff35,3,,3,0,,,0,0.65031898,FALSE,0,b8308f7a6396ca70031d1d7d66c9ff35,1090,k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__Ellin6075; g__; s__,0.33333333
78,4.13596491,0.07177319,0.24178155,0,0.999999998,7,7,FALSE,Bacteria,15ce816d04a72a4e159b1381107fe1da,3.14285714,Clustered,7,0,,,0,0.71491228,FALSE,0,15ce816d04a72a4e159b1381107fe1da,5778,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__; g__; s__,0.14285714
481,4.56578947,0.01739846,0.21902017,0,0.99999997,3,8,FALSE,Bacteria,b679c02262280efd2453238ed31eaba9,5.33333333,,3,0,,,0,0.67583732,FALSE,0,b679c02262280efd2453238ed31eaba9,1646,k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__Ellin6075; g__; s__,0.33333333
