SampleID	2.A.2	2.A.4	2.A.5	2.B.3	2.B.4	2.B.6	2.C.2	2.C.5	2.C.6	3.A.2	3.A.4	3.A.5	3.B.3	3.B.4	3.B.6	3.C.2	3.C.5	3.C.6
1fbcbaec71f16a5418bc6a4008731f02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
187959be6f3142a7b76b1a2d08f2a6ae	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
9878caa641bcfe4233e463c6a09ad93c	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a4dda3c78782b1fe4ce66ac9c09fbb3c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
96cc5511652cfe914183bda955f7c2d7	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
2b18d6dbd3d36826858f6a7ede7b5726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0
7a7b3c15fc2600802ce5d1d71c68c842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a1a7c52cba4d358979e84f5a24a84c29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29fe1ab109e020ae21ceed6d3d1d7bf5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4f64c4cbe40adfadf466aa276a2fa4f2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
2bf3e813835b307e266430952dabd080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a5c969c5e18d6872e4a417b9cc155d5b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6ef92f36fc04bc561b189b8ebb2a47f5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
89da57532a47b8e2ea070c2348a19a6f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
425d6e702c1ac70c85034d3cd00d3fcc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e009f2132d716b094b1a9e2b25d4aae0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2ea8f9c03f889c272a10dacbc49c23a6	0	0	33	0	39	0	31	0	0	17	0	0	0	0	0	0	0	16
cc706cdf603eb7d09b0169a2021e9cdf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a955bb18c88e8f2e7882a3e2e253bd10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3ddc52734a084093d600666f5173fc04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40
13179ba6576afd9e56e590d306c2240b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
b6057242222599565533299d0b7ea176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
165ffb58b45d8847849d7c2399ed0c47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dbac3a5ed1ebf1560a5fbaacb79a3aaf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e34d13735c1775aec2a23cf17b99b4fd	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0
3d36229f1fe7e84eef3a582e5c1111ee	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0
c0a620bb8227a480cf013d72a49357fd	0	0	0	0	32	0	12	0	0	13	0	0	0	0	0	9	0	0
1a88565b3938dc83be3e653757636649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9cec6115c240e78c2e21b96e1697d4ca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cfedbbf4d63b9f0187905e2d4c59a196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b0ec035f634c79b0fda2f6d68275d763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0
52cb0faf53679fcc02e8062d5394c548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
077071a263cdeee873e8ededd651fba6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
64cc50f1e95e0c68a0516877598aa33f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2ba395762c9032f81926731c147c6ea1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3e4bc9ca43afbafb48961b7e7cc4946e	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
9879deb7b2a8ccea67cb16ffe8c56019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	168
bd542974b600ec1d4a21da9f45c2b418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fbfbee123c6b2bbdc6bbcbcfd1da2c27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47695d083b396ec5728039788f3631ff	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d8060221c13fd8d4232859d4ab2250d9	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
0eafc3d84394122f5d6ff6ebf925498c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a64d165346cecac1d7590d6526a219b4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45f281e79bbf545252b7470e32991e61	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41bf915c1b657a2405df61219ae67cb7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
63dae5e3c018ae3c3981504ec93c8074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38b7070fb8d67f854c9ccbb4a72e0cfb	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0
2961a7d8a98b63889438e0d527d013a4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
87eaeafea74aca72029c4eebfdec29fd	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0
2850b2d4a9b328ae2613384144281494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bf53d0e212605970dd3b21925bc722e9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
75e8d82c0ed0d2b3834449ef3c54c1a9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9009775f389e6cc97b52a9ced57ec8e0	39	7	16	0	0	0	17	44	0	0	34	0	0	0	0	0	0	0
5ebc1964c105e6db4eb7d1ff95323d39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2479541f6f32488e2e851a8a5f57470a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6b936384c5af4f0a298912b8b28a5110	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0
180a973760b9909b7f0e947a6989023d	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
9591fd3190f8ef55cbb5090cf9dcc41e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
df0f21e3ab0d479cc1c0a721b3e34d6d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9b9fe10ecd9dfd847a320ade2b67c4f0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35cb591159e62a6197a9e090fed4cdae	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7f04416ad19ea69b5548052a6021b14f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
443c4ad66aa07f38a8096effa6cc799a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ca2491dd3224cb6d624197af6a255fa7	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
06435d0e0a67a45c26084da954d73d1e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f98e29e46e47f42ff889388fd45d503a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
270aacbd6f9322e8545116d73ab8f67f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32d91b99cbeb692c63c4b06a610cd05a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05ebc357a6a3f972221748db497b37d5	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
8e028add07bd322aa951b9fe0fd1ff42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1b9200eff1bb93d1a55fa842e053132c	15	24	22	64	0	0	13	25	15	0	0	0	0	57	0	0	0	0
20b565d648fab443c0b8ba8ffc28d2df	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26ef98bcdac105a2f6f4a715e1791e80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cb25d7770bd81a3062fd5befa0b33d80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4a059d7a2e1871b995e6d776fd735a6e	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	62	0	0
0bfa658867aa5683d9b01f545759d6fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9483339c842114b446a0f8b9e14b011e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
863b6cd146b844648e8231c22f76a7f1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ee083b6a972e9107a1cddfa45163c0e5	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0
5c75c4e318e1b8b4e65d05d9e6a63d44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
69404488386ee0ac4ca74002c0af8e73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6aa5792c0527da9af91e705e05a21ae8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ef6aea2352f9602fe9ca19f524797568	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4480e7fdc5b8023574df1b5a307b3ac1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2230e0056ed843c42f60473c5a9268dc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2ffe0dc899e035494d3c22016753eb6c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2cd52d0d6f8a0a7aaeedeb316824ee2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0
75fa8a01a13578927499098209c4fc22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ec17faec4b2d302e50d5909dbcebd59e	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0
7aa425d30c828df973c3df90839283c5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f10b5167c058b1500750bf4530943b83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4a8e3672c70acfc59abea0a414fffc31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17b0f3bdacd3bc4d462fb10d9629f620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d24d7213445ddde4181f357706f38592	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0
65829d662d4a104c402e5526ba621bb8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34a1e6c65f5a82ff2a062d141c7e4bdf	0	0	0	0	0	0	24	0	0	0	103	0	0	0	0	0	0	0
a44871dd48177d1a12ddff4069e73bfd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a9ea1bb43a750a0f0c0b3102b51cd9a5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
96054eae365abe1b3948ae3d3230ce9f	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
31c46afd27e4c95a13873a23a6f9b22d	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
862420235171d21c78174020b816e7f0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0
ac3bec001811088863e303d387d100c6	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
58ca4d205592413604e53845fd5468b3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6cb2cf954318cf5a87e2efeca1eaf7a6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4c0fc53b83dd56d6cec0ee42353668f1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
da4a7adc86ee30ee61f8a9a0df29d69c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6a7eb45b05cbc6db3972c04d74a9a31c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1fc06a598e66844e85380a0c6c94c790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81fd28d81e76be181077c9ce8d39a5a4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0
bc0f49180a43128ea6de2f2cb1b816cb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cb521709a4c791865e520b48eea888f9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67829d5445bfae618c3ef01bc1c37b7e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f6d86fa43189ffed29dedae08fc3990c	0	67	0	0	0	0	35	54	50	0	0	0	0	0	0	81	0	39
739e56d87c6f9f6621fbd6946ad7b976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4f5eaac4d0dfab218900d853a5f43f61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3d168507d4516d4a184e6c6c4cd886f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6993074daa4d328015d9d74644f6e43a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59edd98759ba0b217bc0d5bedca5839c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0dec9000a096e014650f86689a28ac78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
06533514604e37ea012486ec3738624a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61fc997d3f8dacbe1d018c9b3ec70cc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46ee65bc71df56974d79e16db4808607	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9f42dcbfd7b9825f584a6a4636f866ba	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4d76f605660589a998f9bf8a411d7723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4f704d67ae84a2ba9f644ffe29fe15e6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ef0a1ff5ba5ef659d88228b2ce35541b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bc05cf9d67394387978d5c5cc1754a06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ff29b0661a271ef88bfa75144b617a0b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f60aad36d8d20e21314bc1333f0ce1a4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e3e9700c43075abc04cbb81e11bf891c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
db725abd566d98f672f3afb0ee96e3e9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5b6671942f7384abe883dcbe0d14a527	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0
e848afcb7bb72a5a14845a8b81396c4e	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0
23ec2c171b54bd04ee5ed4b0a8e3ddd7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
869b5c3092e7b9f1ced69889a3ac81a8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7e1d79508a9af7236d5a31d31c60acc6	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0
4f7c774d9973818bdf495952dd37c874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6529705c9b8e4e12bddf978b17b2876b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
083bfc71b5acc50255748a5019cb57d7	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
d105d7a68754a816a5fa077a7f0535c1	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fca39e6feed89f64bc6cd49cf3b5b17a	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
66b5d07e58c7e457769911fd616e0125	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d19050d4d5288a2d1f125d7ac3314370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70efe58a3875b42beaa60880aeac38a7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d5539240879d112ddf64309ce24bd223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2223b277b57f034dd7bc40a5e81a2b7f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
b8a939d955c10f8271f7573c386335de	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6a97f5e72d80479a69e17679c9558a18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a2b73219bad83a2bc2f08f9a87118528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56da7e838208cafd67c30e1dd972b2f3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
80698902b80f4775d87a2a2d47a2f6aa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d70d1139409cab983e65e7e03163acdf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8acb81623539af72ec20f38fe40c6663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
63bdfe1cd3d5707c9a5325c8534ee95c	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dfa3406fe933ffde6bcc6eacbb4dc130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b8adeb54733469b61b78378bd6d35cda	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e6404e6644028327e21415a525cfe72b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4424a9e554243ecc4d729a2dfcde26d4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
555c89eb3a0e3b60b79bedda44f5de5e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0
4c545828499866cf3252db75f49c8f29	0	11	0	67	0	0	6	0	0	0	0	0	0	0	0	0	0	16
ee33a99ac43368d78d3f521eabfb6926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0faadcbe588fb1250d83ea902b5dc970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f3ce0db3f320e59ae9a4cc858e718bb4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
89a17c7a58c07fa1e9109327b886b780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0
d36ddef60b15f760051639ee1acebae8	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
125a7884832d8c669f7efee75ce55aa4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9e54eebcccecc8635a0bcf69db027df3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4ac329bb3542bbed3688cfabb5cfa59a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
